timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,cart_upstream_error_rate,product_upstream_error_rate,active_connections
2026-06-01T06:15:00Z,75.98,14.9,0.0,0.26,0.27,363
2026-06-01T06:15:30Z,69.02,10.0,0.01,0.71,0.03,387
2026-06-01T06:16:00Z,63.92,26.9,0.34,0.56,0.21,387
2026-06-01T06:16:30Z,85.38,15.6,0.0,0.16,0.17,381
2026-06-01T06:17:00Z,58.58,20.8,0.76,0.39,0.2,375
2026-06-01T06:17:30Z,66.12,34.0,0.0,0.77,0.29,390
2026-06-01T06:18:00Z,74.41,18.8,0.0,0.66,0.23,375
2026-06-01T06:18:30Z,61.13,22.0,0.0,0.51,0.07,346
2026-06-01T06:19:00Z,69.41,10.0,0.0,0.31,0.21,388
2026-06-01T06:19:30Z,76.29,10.8,0.38,0.14,0.27,366
2026-06-01T06:20:00Z,70.13,10.0,1.23,0.74,0.1,366
2026-06-01T06:20:30Z,79.24,13.7,1.49,0.6,0.02,373
2026-06-01T06:21:00Z,60.28,33.7,0.0,0.21,0.22,345
2026-06-01T06:21:30Z,79.73,43.9,0.0,0.08,0.29,342
2026-06-01T06:22:00Z,63.56,35.9,1.5,0.46,0.3,370
2026-06-01T06:22:30Z,69.55,23.5,0.56,0.53,0.21,381
2026-06-01T06:23:00Z,77.08,33.2,0.0,0.35,0.02,407
2026-06-01T06:23:30Z,63.95,25.8,0.01,0.3,0.12,374
2026-06-01T06:24:00Z,63.04,10.0,0.25,0.09,0.14,388
2026-06-01T06:24:30Z,62.88,10.0,0.0,0.69,0.14,358
2026-06-01T06:25:00Z,78.58,42.5,0.27,0.03,0.01,389
2026-06-01T06:25:30Z,65.95,18.1,0.5,0.29,0.18,399
2026-06-01T06:26:00Z,54.06,22.1,1.5,0.78,0.01,371
2026-06-01T06:26:30Z,71.82,10.0,0.74,0.12,0.29,388
2026-06-01T06:27:00Z,80.17,29.7,0.48,0.46,0.17,391
2026-06-01T06:27:30Z,64.1,27.5,0.0,0.1,0.05,399
2026-06-01T06:28:00Z,65.74,10.0,0.0,0.67,0.18,378
2026-06-01T06:28:30Z,60.2,26.9,1.5,0.44,0.19,365
2026-06-01T06:29:00Z,66.9,15.7,0.0,0.77,0.27,356
2026-06-01T06:29:30Z,67.88,33.4,0.97,0.67,0.27,362
2026-06-01T06:30:00Z,59.75,10.0,0.0,0.47,0.23,381
2026-06-01T06:30:30Z,69.66,10.0,0.18,0.71,0.13,367
2026-06-01T06:31:00Z,66.82,45.4,0.03,0.59,0.04,362
2026-06-01T06:31:30Z,88.68,10.0,0.04,0.13,0.27,389
2026-06-01T06:32:00Z,63.93,14.5,0.0,0.33,0.11,386
2026-06-01T06:32:30Z,64.03,32.7,0.0,0.74,0.21,374
2026-06-01T06:33:00Z,77.4,24.8,0.0,0.33,0.1,353
2026-06-01T06:33:30Z,70.51,28.2,0.0,0.59,0.06,399
2026-06-01T06:34:00Z,76.17,24.7,0.0,0.58,0.13,354
2026-06-01T06:34:30Z,71.13,16.7,0.0,0.23,0.26,376
2026-06-01T06:35:00Z,75.88,12.1,0.0,0.23,0.11,388
2026-06-01T06:35:30Z,66.14,17.9,0.0,0.43,0.18,375
2026-06-01T06:36:00Z,55.09,10.0,0.0,0.79,0.02,388
2026-06-01T06:36:30Z,62.3,20.5,0.0,0.29,0.18,364
2026-06-01T06:37:00Z,67.83,10.0,0.0,0.75,0.0,384
2026-06-01T06:37:30Z,67.05,17.2,0.11,0.01,0.09,374
2026-06-01T06:38:00Z,61.32,19.5,0.0,0.78,0.16,386
2026-06-01T06:38:30Z,76.0,22.0,0.0,0.72,0.04,369
2026-06-01T06:39:00Z,80.56,14.9,0.82,0.37,0.23,384
2026-06-01T06:39:30Z,72.28,10.0,0.0,0.21,0.2,358
2026-06-01T06:40:00Z,71.26,26.9,1.01,0.67,0.12,400
2026-06-01T06:40:30Z,63.73,17.8,0.22,0.76,0.26,375
2026-06-01T06:41:00Z,83.25,31.4,0.73,0.34,0.16,423
2026-06-01T06:41:30Z,65.61,16.5,0.0,0.77,0.21,367
2026-06-01T06:42:00Z,68.33,10.0,0.0,0.51,0.09,384
2026-06-01T06:42:30Z,61.23,34.3,0.75,0.1,0.14,392
2026-06-01T06:43:00Z,61.52,25.1,0.0,0.75,0.17,384
2026-06-01T06:43:30Z,66.12,10.0,1.02,0.57,0.21,363
2026-06-01T06:44:00Z,80.47,40.4,1.28,0.14,0.0,353
2026-06-01T06:44:30Z,71.86,13.3,0.0,0.58,0.11,363
2026-06-01T06:45:00Z,69.77,51.9,0.04,0.39,0.08,375
2026-06-01T06:45:30Z,72.26,23.5,0.0,0.14,0.26,380
2026-06-01T06:46:00Z,61.96,27.6,0.0,0.7,0.08,376
2026-06-01T06:46:30Z,78.73,10.0,0.0,0.2,0.06,367
2026-06-01T06:47:00Z,69.6,24.0,0.0,0.41,0.1,381
2026-06-01T06:47:30Z,75.66,15.8,0.0,0.0,0.24,390
2026-06-01T06:48:00Z,68.23,10.0,0.0,0.01,0.28,381
2026-06-01T06:48:30Z,72.94,19.8,1.02,0.1,0.27,368
2026-06-01T06:49:00Z,76.83,13.7,0.19,0.33,0.13,366
2026-06-01T06:49:30Z,65.83,10.0,0.0,0.58,0.16,390
2026-06-01T06:50:00Z,78.66,10.0,0.0,0.77,0.27,391
2026-06-01T06:50:30Z,70.85,22.6,0.14,0.49,0.18,399
2026-06-01T06:51:00Z,77.89,34.7,1.03,0.76,0.17,337
2026-06-01T06:51:30Z,79.25,33.5,0.0,0.42,0.27,355
2026-06-01T06:52:00Z,73.53,10.0,0.0,0.53,0.04,396
2026-06-01T06:52:30Z,74.83,10.0,1.48,0.51,0.25,400
2026-06-01T06:53:00Z,66.97,10.0,0.0,0.58,0.15,388
2026-06-01T06:53:30Z,57.88,10.0,0.0,0.39,0.05,358
2026-06-01T06:54:00Z,73.98,17.2,0.0,0.49,0.25,384
2026-06-01T06:54:30Z,73.62,31.1,0.0,0.08,0.01,410
2026-06-01T06:55:00Z,75.26,10.0,1.04,0.04,0.2,369
2026-06-01T06:55:30Z,87.51,16.0,0.51,0.77,0.26,381
2026-06-01T06:56:00Z,77.52,25.7,1.5,0.54,0.3,379
2026-06-01T06:56:30Z,67.42,20.4,0.0,0.41,0.17,375
2026-06-01T06:57:00Z,67.27,18.2,0.0,0.72,0.0,403
2026-06-01T06:57:30Z,81.5,31.2,0.0,0.34,0.04,388
2026-06-01T06:58:00Z,76.9,10.0,0.64,0.24,0.27,365
2026-06-01T06:58:30Z,71.91,10.0,0.0,0.51,0.07,377
2026-06-01T06:59:00Z,85.6,35.9,0.0,0.35,0.24,382
2026-06-01T06:59:30Z,90.81,10.0,1.06,0.24,0.24,381
2026-06-01T07:00:00Z,72.19,17.6,0.0,0.13,0.06,375
2026-06-01T07:00:30Z,77.39,10.0,1.25,0.64,0.21,369
2026-06-01T07:01:00Z,74.49,20.4,0.1,0.11,0.28,404
2026-06-01T07:01:30Z,78.08,23.3,0.0,0.5,0.24,366
2026-06-01T07:02:00Z,89.85,14.4,0.17,0.63,0.16,388
2026-06-01T07:02:30Z,82.88,10.8,0.0,0.3,0.23,386
2026-06-01T07:03:00Z,75.67,22.2,0.81,0.11,0.2,411
2026-06-01T07:03:30Z,72.99,26.0,0.0,0.27,0.18,401
2026-06-01T07:04:00Z,68.94,21.3,0.72,0.11,0.14,374
2026-06-01T07:04:30Z,75.08,10.0,0.0,0.1,0.14,375
2026-06-01T07:05:00Z,82.47,15.7,0.0,0.09,0.09,401
2026-06-01T07:05:30Z,89.92,18.6,0.11,0.24,0.2,345
2026-06-01T07:06:00Z,75.61,12.1,0.0,0.25,0.29,368
2026-06-01T07:06:30Z,79.66,28.0,0.99,0.16,0.08,401
2026-06-01T07:07:00Z,82.6,11.3,0.36,0.47,0.07,395
2026-06-01T07:07:30Z,77.73,18.4,0.0,0.37,0.11,396
2026-06-01T07:08:00Z,80.32,10.0,0.0,0.8,0.22,381
2026-06-01T07:08:30Z,65.88,21.3,0.0,0.75,0.0,372
2026-06-01T07:09:00Z,69.04,10.0,0.43,0.26,0.23,385
2026-06-01T07:09:30Z,56.13,10.0,0.0,0.13,0.25,394
2026-06-01T07:10:00Z,74.17,17.1,0.0,0.79,0.18,395
2026-06-01T07:10:30Z,67.45,21.8,0.84,0.06,0.23,383
2026-06-01T07:11:00Z,69.02,10.0,1.5,0.74,0.0,354
2026-06-01T07:11:30Z,72.39,10.0,1.11,0.41,0.05,410
2026-06-01T07:12:00Z,76.61,14.2,0.48,0.65,0.09,403
2026-06-01T07:12:30Z,68.82,55.5,0.0,0.17,0.19,375
2026-06-01T07:13:00Z,78.86,29.9,0.0,0.15,0.18,378
2026-06-01T07:13:30Z,75.0,12.5,1.5,0.19,0.29,361
2026-06-01T07:14:00Z,80.73,23.6,0.6,0.74,0.16,395
2026-06-01T07:14:30Z,73.4,27.5,1.33,0.54,0.23,421
2026-06-01T07:15:00Z,63.94,17.0,1.5,0.47,0.15,377
2026-06-01T07:15:30Z,78.02,35.7,0.0,0.43,0.24,397
2026-06-01T07:16:00Z,77.35,25.3,0.0,0.51,0.1,370
2026-06-01T07:16:30Z,73.08,10.0,0.68,0.37,0.21,417
2026-06-01T07:17:00Z,82.56,36.4,0.48,0.07,0.3,396
2026-06-01T07:17:30Z,79.85,26.7,0.33,0.46,0.26,378
2026-06-01T07:18:00Z,87.08,17.2,0.0,0.02,0.18,396
2026-06-01T07:18:30Z,68.28,26.0,0.0,0.76,0.05,378
2026-06-01T07:19:00Z,76.67,27.0,0.0,0.34,0.25,362
2026-06-01T07:19:30Z,70.71,10.0,0.0,0.69,0.03,376
2026-06-01T07:20:00Z,79.67,12.6,0.0,0.69,0.27,396
2026-06-01T07:20:30Z,80.93,10.0,0.6,0.5,0.1,406
2026-06-01T07:21:00Z,66.42,21.5,0.0,0.78,0.26,394
2026-06-01T07:21:30Z,81.15,41.2,0.0,0.07,0.27,376
2026-06-01T07:22:00Z,63.63,33.1,0.59,0.48,0.25,391
2026-06-01T07:22:30Z,82.65,10.0,0.96,0.3,0.13,389
2026-06-01T07:23:00Z,78.04,27.4,0.0,0.66,0.16,393
2026-06-01T07:23:30Z,83.23,28.8,0.0,0.66,0.14,388
2026-06-01T07:24:00Z,76.38,28.0,0.51,0.72,0.22,404
2026-06-01T07:24:30Z,75.82,31.8,0.0,0.32,0.19,410
2026-06-01T07:25:00Z,72.64,10.0,0.68,0.23,0.05,394
2026-06-01T07:25:30Z,83.99,32.8,0.52,0.24,0.29,400
2026-06-01T07:26:00Z,77.62,10.0,0.82,0.55,0.18,371
2026-06-01T07:26:30Z,80.6,10.0,0.46,0.6,0.28,391
2026-06-01T07:27:00Z,98.23,36.9,0.0,0.28,0.12,390
2026-06-01T07:27:30Z,72.47,25.0,0.69,0.28,0.29,409
2026-06-01T07:28:00Z,78.86,15.4,0.66,0.5,0.08,389
2026-06-01T07:28:30Z,75.82,37.0,0.0,0.71,0.03,376
2026-06-01T07:29:00Z,80.64,34.7,0.0,0.26,0.11,402
2026-06-01T07:29:30Z,72.42,14.2,0.82,0.36,0.23,383
2026-06-01T07:30:00Z,76.1,13.4,0.6,0.69,0.24,386
2026-06-01T07:30:30Z,80.27,25.3,0.51,0.41,0.24,390
2026-06-01T07:31:00Z,82.4,37.7,1.5,0.68,0.05,378
2026-06-01T07:31:30Z,85.04,10.0,1.33,0.05,0.17,373
2026-06-01T07:32:00Z,58.09,30.8,0.0,0.71,0.0,388
2026-06-01T07:32:30Z,85.18,14.0,0.0,0.24,0.01,398
2026-06-01T07:33:00Z,84.64,19.8,0.0,0.67,0.26,407
2026-06-01T07:33:30Z,81.09,10.0,1.4,0.72,0.12,395
2026-06-01T07:34:00Z,86.05,10.0,0.0,0.25,0.09,429
2026-06-01T07:34:30Z,83.05,24.0,0.33,0.23,0.2,409
2026-06-01T07:35:00Z,82.5,23.6,0.0,0.78,0.22,391
2026-06-01T07:35:30Z,81.97,30.2,0.0,0.09,0.19,390
2026-06-01T07:36:00Z,71.62,23.6,1.38,0.45,0.21,392
2026-06-01T07:36:30Z,76.9,47.0,0.29,0.63,0.22,412
2026-06-01T07:37:00Z,82.14,13.7,0.04,0.16,0.25,429
2026-06-01T07:37:30Z,84.81,24.6,1.5,0.27,0.19,395
2026-06-01T07:38:00Z,69.78,16.8,0.6,0.27,0.25,389
2026-06-01T07:38:30Z,78.68,13.5,0.53,0.18,0.3,428
2026-06-01T07:39:00Z,78.24,48.9,0.0,0.78,0.22,417
2026-06-01T07:39:30Z,76.92,28.7,0.0,0.09,0.03,399
2026-06-01T07:40:00Z,84.86,10.0,0.0,0.8,0.19,415
2026-06-01T07:40:30Z,86.5,21.9,1.5,0.12,0.14,415
2026-06-01T07:41:00Z,86.08,10.0,0.0,0.7,0.22,405
2026-06-01T07:41:30Z,79.32,16.2,0.0,0.37,0.21,408
2026-06-01T07:42:00Z,90.36,12.9,0.39,0.51,0.13,397
2026-06-01T07:42:30Z,73.69,21.0,0.0,0.51,0.28,401
2026-06-01T07:43:00Z,78.85,10.0,0.0,0.63,0.01,412
2026-06-01T07:43:30Z,86.58,22.5,0.0,0.15,0.02,378
2026-06-01T07:44:00Z,83.53,28.4,0.0,0.19,0.03,409
2026-06-01T07:44:30Z,71.09,10.0,0.0,0.08,0.14,424
2026-06-01T07:45:00Z,75.14,24.8,0.39,0.08,0.28,427
2026-06-01T07:45:30Z,78.59,10.0,0.98,0.61,0.06,421
2026-06-01T07:46:00Z,84.99,10.0,0.0,0.61,0.2,402
2026-06-01T07:46:30Z,84.8,27.5,0.79,0.16,0.2,413
2026-06-01T07:47:00Z,77.09,10.0,0.51,0.7,0.15,408
2026-06-01T07:47:30Z,86.33,33.3,0.0,0.27,0.03,414
2026-06-01T07:48:00Z,86.43,42.3,0.01,0.28,0.07,397
2026-06-01T07:48:30Z,80.14,20.9,0.0,0.57,0.14,414
2026-06-01T07:49:00Z,78.7,40.6,1.36,0.41,0.14,396
2026-06-01T07:49:30Z,71.69,20.5,1.45,0.68,0.23,415
2026-06-01T07:50:00Z,83.69,10.0,1.05,0.64,0.12,408
2026-06-01T07:50:30Z,85.35,31.4,0.24,0.78,0.01,430
2026-06-01T07:51:00Z,90.32,10.0,0.0,0.78,0.2,401
2026-06-01T07:51:30Z,87.64,42.2,0.0,0.25,0.07,388
2026-06-01T07:52:00Z,87.2,26.4,0.0,0.67,0.14,409
2026-06-01T07:52:30Z,76.28,16.0,0.0,0.77,0.0,426
2026-06-01T07:53:00Z,84.5,32.5,0.84,0.7,0.12,418
2026-06-01T07:53:30Z,99.75,10.0,0.84,0.65,0.19,401
2026-06-01T07:54:00Z,82.95,19.5,0.0,0.77,0.02,387
2026-06-01T07:54:30Z,74.57,15.9,0.0,0.37,0.09,383
2026-06-01T07:55:00Z,89.53,40.9,0.0,0.78,0.11,396
2026-06-01T07:55:30Z,73.44,32.3,1.1,0.07,0.3,405
2026-06-01T07:56:00Z,75.33,25.2,0.96,0.03,0.11,410
2026-06-01T07:56:30Z,90.65,10.0,1.5,0.2,0.27,423
2026-06-01T07:57:00Z,80.08,26.4,0.0,0.79,0.01,389
2026-06-01T07:57:30Z,74.15,10.0,0.0,0.8,0.2,451
2026-06-01T07:58:00Z,91.77,15.0,0.0,0.62,0.06,393
2026-06-01T07:58:30Z,73.16,26.1,0.0,0.53,0.03,404
2026-06-01T07:59:00Z,92.51,42.8,0.3,0.73,0.0,414
2026-06-01T07:59:30Z,88.63,30.0,1.5,0.21,0.24,414
2026-06-01T08:00:00Z,77.51,20.1,0.0,0.02,0.13,418
2026-06-01T08:00:30Z,82.89,33.9,0.0,0.38,0.06,408
2026-06-01T08:01:00Z,74.21,40.6,0.13,0.41,0.05,418
2026-06-01T08:01:30Z,82.07,20.3,1.07,0.59,0.06,410
2026-06-01T08:02:00Z,77.75,10.0,0.0,0.1,0.05,409
2026-06-01T08:02:30Z,86.87,13.5,1.5,0.67,0.11,412
2026-06-01T08:03:00Z,94.71,10.0,0.15,0.46,0.19,419
2026-06-01T08:03:30Z,77.57,14.4,1.5,0.18,0.02,423
2026-06-01T08:04:00Z,95.59,14.5,0.0,0.57,0.17,432
2026-06-01T08:04:30Z,81.78,10.0,0.0,0.34,0.28,400
2026-06-01T08:05:00Z,89.78,15.8,0.0,0.1,0.29,425
2026-06-01T08:05:30Z,80.53,38.4,0.21,0.25,0.18,385
2026-06-01T08:06:00Z,89.68,10.0,0.0,0.04,0.15,379
2026-06-01T08:06:30Z,79.36,24.2,0.0,0.76,0.12,394
2026-06-01T08:07:00Z,87.32,22.6,0.0,0.76,0.27,415
2026-06-01T08:07:30Z,87.01,22.7,0.84,0.27,0.02,429
2026-06-01T08:08:00Z,84.06,10.0,0.0,0.06,0.23,401
2026-06-01T08:08:30Z,67.91,10.0,0.1,0.54,0.27,417
2026-06-01T08:09:00Z,75.62,27.4,0.86,0.07,0.12,401
2026-06-01T08:09:30Z,75.88,10.0,0.0,0.32,0.29,416
2026-06-01T08:10:00Z,85.08,10.0,0.58,0.59,0.29,434
2026-06-01T08:10:30Z,72.39,31.1,0.0,0.49,0.1,397
2026-06-01T08:11:00Z,89.51,13.0,0.0,0.42,0.05,422
2026-06-01T08:11:30Z,85.48,13.1,0.0,0.23,0.07,401
2026-06-01T08:12:00Z,81.85,11.3,1.06,0.42,0.25,405
2026-06-01T08:12:30Z,86.54,39.4,1.33,0.49,0.14,404
2026-06-01T08:13:00Z,87.49,23.8,1.5,0.33,0.01,427
2026-06-01T08:13:30Z,78.34,10.2,0.0,0.23,0.21,410
2026-06-01T08:14:00Z,89.3,42.6,0.0,0.07,0.25,408
2026-06-01T08:14:30Z,90.04,23.6,0.68,0.22,0.18,406
2026-06-01T08:15:00Z,82.27,10.0,0.0,0.17,0.2,439
2026-06-01T08:15:30Z,77.62,11.9,0.0,0.32,0.04,421
2026-06-01T08:16:00Z,78.84,25.8,0.0,0.24,0.11,398
2026-06-01T08:16:30Z,86.12,19.6,1.5,0.32,0.02,440
2026-06-01T08:17:00Z,91.93,35.1,0.0,0.63,0.04,425
2026-06-01T08:17:30Z,71.4,10.0,0.94,0.42,0.12,406
2026-06-01T08:18:00Z,85.6,20.5,1.28,0.78,0.11,431
2026-06-01T08:18:30Z,73.86,22.9,1.5,0.4,0.18,382
2026-06-01T08:19:00Z,87.88,11.6,1.31,0.09,0.14,405
2026-06-01T08:19:30Z,96.01,36.4,0.0,0.03,0.18,416
2026-06-01T08:20:00Z,80.52,10.0,0.0,0.61,0.29,424
2026-06-01T08:20:30Z,88.53,10.0,0.0,0.2,0.23,432
2026-06-01T08:21:00Z,75.27,14.2,0.49,0.62,0.01,457
2026-06-01T08:21:30Z,82.94,34.2,1.32,0.75,0.23,430
2026-06-01T08:22:00Z,100.14,26.7,0.43,0.09,0.02,418
2026-06-01T08:22:30Z,73.84,33.6,0.0,0.41,0.05,419
2026-06-01T08:23:00Z,88.89,13.1,1.36,0.34,0.1,436
2026-06-01T08:23:30Z,87.61,15.8,0.5,0.45,0.26,404
2026-06-01T08:24:00Z,83.43,19.5,1.46,0.26,0.0,442
2026-06-01T08:24:30Z,90.76,10.0,0.0,0.15,0.17,422
2026-06-01T08:25:00Z,90.72,30.0,0.37,0.18,0.13,410
2026-06-01T08:25:30Z,95.1,11.0,0.0,0.05,0.22,428
2026-06-01T08:26:00Z,90.19,10.0,0.84,0.42,0.26,432
2026-06-01T08:26:30Z,77.34,26.4,0.11,0.58,0.25,401
2026-06-01T08:27:00Z,96.4,11.2,1.18,0.38,0.01,411
2026-06-01T08:27:30Z,83.16,14.6,0.0,0.38,0.08,438
2026-06-01T08:28:00Z,75.15,10.0,0.0,0.45,0.14,440
2026-06-01T08:28:30Z,80.85,19.7,1.39,0.14,0.06,396
2026-06-01T08:29:00Z,88.8,26.5,0.0,0.18,0.07,422
2026-06-01T08:29:30Z,83.88,41.8,0.0,0.39,0.21,436
2026-06-01T08:30:00Z,80.98,16.3,0.31,0.47,0.15,414
2026-06-01T08:30:30Z,95.54,10.0,0.0,0.64,0.25,434
2026-06-01T08:31:00Z,100.77,10.0,0.78,0.22,0.25,417
2026-06-01T08:31:30Z,85.69,10.0,0.27,0.36,0.19,416
2026-06-01T08:32:00Z,83.78,53.3,1.32,0.76,0.1,396
2026-06-01T08:32:30Z,82.79,31.2,0.51,0.21,0.25,423
2026-06-01T08:33:00Z,91.33,29.7,0.97,0.17,0.18,418
2026-06-01T08:33:30Z,91.59,10.0,0.0,0.0,0.18,432
2026-06-01T08:34:00Z,83.17,10.0,0.93,0.29,0.14,411
2026-06-01T08:34:30Z,80.22,14.2,0.0,0.0,0.07,404
2026-06-01T08:35:00Z,88.47,10.0,0.39,0.79,0.13,390
2026-06-01T08:35:30Z,96.96,16.8,0.0,0.48,0.13,376
2026-06-01T08:36:00Z,89.39,44.3,0.13,0.34,0.25,413
2026-06-01T08:36:30Z,92.08,27.0,0.17,0.4,0.02,414
2026-06-01T08:37:00Z,80.86,10.0,1.46,0.28,0.15,436
2026-06-01T08:37:30Z,87.57,10.0,0.0,0.3,0.14,450
2026-06-01T08:38:00Z,81.17,38.4,0.47,0.06,0.11,399
2026-06-01T08:38:30Z,87.77,15.0,1.25,0.04,0.01,408
2026-06-01T08:39:00Z,92.06,34.0,0.0,0.38,0.19,430
2026-06-01T08:39:30Z,89.46,10.0,0.54,0.53,0.13,456
2026-06-01T08:40:00Z,82.6,10.0,0.0,0.48,0.23,419
2026-06-01T08:40:30Z,93.02,35.4,0.0,0.7,0.06,435
2026-06-01T08:41:00Z,98.83,37.3,0.0,0.5,0.27,422
2026-06-01T08:41:30Z,89.08,29.9,0.0,0.34,0.26,410
2026-06-01T08:42:00Z,89.35,10.0,0.6,0.48,0.2,421
2026-06-01T08:42:30Z,78.71,57.1,1.5,0.34,0.18,435
2026-06-01T08:43:00Z,76.72,14.6,0.0,0.05,0.25,427
2026-06-01T08:43:30Z,93.31,10.0,0.0,0.35,0.14,438
2026-06-01T08:44:00Z,92.35,18.4,0.37,0.4,0.03,412
2026-06-01T08:44:30Z,84.31,12.7,1.5,0.17,0.29,460
2026-06-01T08:45:00Z,81.95,23.5,0.0,0.61,0.02,420
2026-06-01T08:45:30Z,87.62,19.3,0.0,0.72,0.22,415
2026-06-01T08:46:00Z,79.35,10.0,0.0,0.7,0.24,423
2026-06-01T08:46:30Z,101.58,11.5,0.0,0.64,0.24,437
2026-06-01T08:47:00Z,102.32,34.2,0.0,0.55,0.02,440
2026-06-01T08:47:30Z,82.45,30.9,1.12,0.1,0.26,439
2026-06-01T08:48:00Z,101.01,44.6,0.41,0.66,0.09,444
2026-06-01T08:48:30Z,93.53,33.2,0.81,0.28,0.11,452
2026-06-01T08:49:00Z,85.26,17.2,0.0,0.17,0.09,434
2026-06-01T08:49:30Z,108.91,37.9,0.44,0.23,0.27,428
2026-06-01T08:50:00Z,89.04,19.7,0.77,0.15,0.02,446
2026-06-01T08:50:30Z,94.73,38.0,0.0,0.55,0.01,432
2026-06-01T08:51:00Z,86.73,27.2,0.0,0.17,0.15,459
2026-06-01T08:51:30Z,93.73,29.9,0.0,0.14,0.3,397
2026-06-01T08:52:00Z,75.89,32.7,0.0,0.04,0.13,436
2026-06-01T08:52:30Z,95.65,10.0,0.66,0.7,0.07,399
2026-06-01T08:53:00Z,93.54,17.8,0.0,0.77,0.26,441
2026-06-01T08:53:30Z,93.33,17.2,0.0,0.43,0.01,440
2026-06-01T08:54:00Z,102.02,10.0,0.0,0.61,0.08,405
2026-06-01T08:54:30Z,95.83,31.9,0.38,0.04,0.12,410
2026-06-01T08:55:00Z,96.29,10.0,0.4,0.33,0.14,431
2026-06-01T08:55:30Z,99.72,20.8,1.38,0.17,0.06,419
2026-06-01T08:56:00Z,93.53,14.5,1.44,0.59,0.28,457
2026-06-01T08:56:30Z,93.56,27.3,0.0,0.36,0.09,431
2026-06-01T08:57:00Z,89.73,11.4,0.0,0.79,0.17,411
2026-06-01T08:57:30Z,99.77,17.2,0.55,0.24,0.06,451
2026-06-01T08:58:00Z,93.78,10.0,0.54,0.05,0.19,427
2026-06-01T08:58:30Z,80.26,18.6,1.26,0.49,0.14,413
2026-06-01T08:59:00Z,89.59,10.0,0.79,0.69,0.21,417
2026-06-01T08:59:30Z,77.88,29.7,0.0,0.6,0.09,431
2026-06-01T09:00:00Z,88.05,13.5,0.0,0.5,0.15,426
2026-06-01T09:00:30Z,93.69,10.0,0.0,0.14,0.04,436
2026-06-01T09:01:00Z,92.92,10.0,0.58,0.42,0.17,444
2026-06-01T09:01:30Z,86.13,20.9,0.0,0.3,0.11,447
2026-06-01T09:02:00Z,99.77,25.8,0.24,0.68,0.25,435
2026-06-01T09:02:30Z,91.99,31.5,0.0,0.03,0.08,453
2026-06-01T09:03:00Z,94.46,10.0,0.1,0.19,0.0,434
2026-06-01T09:03:30Z,88.09,56.2,0.0,0.72,0.13,457
2026-06-01T09:04:00Z,99.81,20.7,0.0,0.73,0.05,429
2026-06-01T09:04:30Z,89.02,21.9,0.0,0.11,0.21,446
2026-06-01T09:05:00Z,90.73,18.5,0.0,0.3,0.07,437
2026-06-01T09:05:30Z,92.18,39.5,0.0,0.09,0.27,409
2026-06-01T09:06:00Z,96.37,14.4,0.0,0.23,0.11,448
2026-06-01T09:06:30Z,92.0,13.9,0.0,0.04,0.26,450
2026-06-01T09:07:00Z,88.66,23.3,0.0,0.67,0.19,447
2026-06-01T09:07:30Z,89.74,57.0,0.0,0.14,0.28,427
2026-06-01T09:08:00Z,97.01,17.3,1.5,0.4,0.12,466
2026-06-01T09:08:30Z,94.9,36.5,0.0,0.31,0.02,445
2026-06-01T09:09:00Z,92.78,36.6,0.81,0.21,0.09,437
2026-06-01T09:09:30Z,91.87,13.5,0.24,0.49,0.21,438
2026-06-01T09:10:00Z,93.57,10.0,0.04,0.23,0.01,419
2026-06-01T09:10:30Z,91.92,18.1,0.0,0.13,0.03,449
2026-06-01T09:11:00Z,90.74,10.0,0.0,0.26,0.08,454
2026-06-01T09:11:30Z,105.92,19.5,0.03,0.66,0.03,442
2026-06-01T09:12:00Z,101.35,34.2,0.0,0.78,0.08,426
2026-06-01T09:12:30Z,94.69,10.0,0.48,0.43,0.15,423
2026-06-01T09:13:00Z,77.69,44.0,0.0,0.43,0.12,418
2026-06-01T09:13:30Z,100.31,18.1,0.0,0.61,0.29,422
2026-06-01T09:14:00Z,97.61,37.7,0.0,0.27,0.06,449
2026-06-01T09:14:30Z,79.33,28.4,0.39,0.7,0.07,436
2026-06-01T09:15:00Z,91.35,15.1,0.67,0.06,0.02,419
2026-06-01T09:15:30Z,85.17,25.1,0.0,0.76,0.11,417
2026-06-01T09:16:00Z,90.29,12.3,0.45,0.78,0.1,437
2026-06-01T09:16:30Z,93.76,10.0,0.0,0.79,0.2,451
2026-06-01T09:17:00Z,96.71,10.0,0.0,0.19,0.1,448
2026-06-01T09:17:30Z,109.33,17.2,0.0,0.48,0.14,452
2026-06-01T09:18:00Z,79.42,21.4,0.89,0.11,0.19,457
2026-06-01T09:18:30Z,87.31,29.4,0.34,0.09,0.19,416
2026-06-01T09:19:00Z,100.26,24.7,0.6,0.66,0.09,438
2026-06-01T09:19:30Z,82.95,17.7,0.23,0.66,0.17,445
2026-06-01T09:20:00Z,99.56,10.0,0.1,0.59,0.01,442
2026-06-01T09:20:30Z,91.76,21.5,0.9,0.74,0.0,456
2026-06-01T09:21:00Z,91.62,11.0,0.38,0.65,0.07,445
2026-06-01T09:21:30Z,96.27,26.4,0.26,0.56,0.08,433
2026-06-01T09:22:00Z,105.44,22.5,0.0,0.47,0.18,427
2026-06-01T09:22:30Z,96.76,42.0,0.0,0.68,0.16,416
